,userId,movieId,rating
104,1,3479,4.0
105,1,3489,4.0
106,1,3499,4.0
107,1,3889,4.0
108,1,3932,3.0
109,1,3996,4.0
110,1,3997,3.5
111,1,4011,4.0
112,1,4027,4.0
113,1,4105,3.5
114,1,4128,4.0
115,1,4133,3.0
116,1,4226,3.5
117,1,4306,4.0
118,1,4446,3.5
119,1,4467,4.0
120,1,4571,4.0
121,1,4720,3.5
122,1,4754,4.0
123,1,4878,3.5
124,1,4896,4.0
125,1,4911,4.0
126,1,4915,3.0
127,1,4941,3.5
128,1,4980,3.5
129,1,4993,5.0
130,1,5026,4.0
131,1,5039,4.0
132,1,5040,3.0
133,1,5146,3.5
134,1,5171,4.0
135,1,5540,4.0
136,1,5679,3.5
137,1,5816,4.0
138,1,5952,5.0
139,1,5999,3.5
140,1,6093,4.0
141,1,6242,3.5
142,1,6333,4.0
143,1,6502,3.5
144,1,6539,4.0
145,1,6754,4.0
146,1,6755,3.5
147,1,6774,4.0
148,1,6807,3.5
149,1,6888,3.0
150,1,7001,3.5
151,1,7045,3.5
152,1,7046,4.0
153,1,7153,5.0
154,1,7164,3.5
155,1,7247,3.5
156,1,7387,3.5
157,1,7438,4.0
158,1,7449,3.5
159,1,7454,4.0
160,1,7482,3.0
161,1,7757,4.0
162,1,8368,4.0
163,1,8507,5.0
164,1,8636,4.5
165,1,8690,3.5
166,1,8961,4.0
167,1,31696,4.0
168,3,1,4.0
169,3,24,3.0
170,3,32,4.0
171,3,50,5.0
172,3,160,3.0
173,3,173,2.0
174,3,175,5.0
175,3,196,3.0
176,3,223,5.0
177,3,260,5.0
178,3,316,5.0
179,3,318,5.0
180,3,329,5.0
181,3,337,3.0
182,3,440,3.0
183,3,442,3.0
184,3,457,5.0
185,3,480,5.0
186,3,490,5.0
187,3,512,2.0
188,3,541,5.0
189,3,589,4.0
190,3,593,5.0
191,3,610,4.0
192,3,718,3.0
193,3,780,3.0
194,3,788,4.0
195,3,858,5.0
196,3,904,5.0
197,3,905,3.0
198,3,919,4.0
199,3,924,5.0
200,3,953,5.0
201,3,968,3.0
202,3,1037,3.0
203,3,1060,5.0
204,3,1073,5.0
205,3,1077,4.0
206,3,1079,4.0
207,3,1084,5.0
208,3,1089,5.0
209,3,1094,4.0
210,3,1097,5.0
211,3,1103,4.0
212,3,1125,4.0
213,3,1127,3.0
214,3,1129,5.0
215,3,1179,3.0
216,3,1188,2.0
217,3,1193,4.0
218,3,1196,5.0
219,3,1197,5.0
220,3,1198,5.0
221,3,1199,4.0
222,3,1200,4.0
223,3,1206,5.0
224,3,1208,5.0
225,3,1210,5.0
226,3,1213,5.0
227,3,1214,5.0
228,3,1215,4.0
229,3,1219,4.0
230,3,1220,5.0
231,3,1221,5.0
232,3,1222,5.0
233,3,1225,3.0
234,3,1228,3.0
235,3,1230,5.0
236,3,1240,5.0
237,3,1242,5.0
238,3,1247,5.0
239,3,1257,5.0
240,3,1258,5.0
241,3,1259,5.0
242,3,1261,5.0
243,3,1266,5.0
244,3,1270,5.0
245,3,1272,4.0
246,3,1276,5.0
247,3,1278,5.0
248,3,1288,2.0
249,3,1304,5.0
250,3,1307,4.0
251,3,1321,5.0
252,3,1330,3.0
253,3,1333,4.0
254,3,1345,4.0
255,3,1356,5.0
256,3,1372,3.0
257,3,1373,4.0
258,3,1374,5.0
259,3,1375,5.0
260,3,1376,4.0
261,3,1396,3.0
262,3,1544,4.0
263,3,1584,4.0
264,3,1603,4.0
265,3,1653,4.0
266,3,1674,4.0
267,3,1676,5.0
268,3,1721,4.0
269,3,1762,4.0
270,3,1779,3.0
271,3,1810,3.0
272,3,1831,5.0
273,3,1876,4.0
274,3,1882,4.0
275,3,1909,5.0
276,3,1917,4.0
277,3,1921,4.0
278,3,2009,5.0
279,3,2011,3.0
280,3,2012,3.0
281,3,2018,4.0
282,3,2028,4.0
283,3,2034,4.0
284,3,2046,5.0
285,3,2053,3.0
286,3,2054,4.0
287,3,2076,5.0
288,3,2093,5.0
289,3,2105,4.0
290,3,2117,5.0
291,3,2118,5.0
292,3,2140,4.0
293,3,2150,5.0
294,3,2236,4.0
295,3,2288,5.0
296,3,2311,4.0
297,3,2329,4.0
298,3,2366,4.0
299,3,2371,4.0
300,3,2391,5.0
301,3,2407,4.0
302,3,2428,4.0
303,3,2448,5.0
304,3,2455,4.0
305,3,2505,4.0
306,3,2528,4.0
307,3,2529,5.0
308,3,2530,4.0
309,3,2531,3.0
310,3,2532,4.0
311,3,2533,3.0
312,3,2541,1.0
313,3,2551,4.0
314,3,2567,3.0
315,3,2571,5.0
316,3,2574,3.0
317,3,2613,4.0
318,3,2615,4.0
319,3,2628,5.0
320,3,2640,4.0
321,3,2642,3.0
322,3,2643,1.0
323,3,2657,3.0
324,3,2662,3.0
325,3,2668,4.0
326,3,2676,1.0
327,3,2694,4.0
328,3,2699,3.0
329,3,2710,5.0
330,3,2722,4.0
331,3,2750,4.0
332,3,2788,5.0
333,3,2791,5.0
334,3,2797,4.0
335,3,2808,4.0
336,3,2857,3.0
337,3,2872,5.0
338,3,2900,3.0
339,3,2901,3.0
340,3,2916,4.0
341,3,2918,5.0
342,3,2947,4.0
343,3,2948,4.0
344,3,2949,4.0
345,3,2968,5.0
346,3,2985,5.0
347,3,2986,2.0
348,3,3033,5.0
349,3,3039,5.0
350,3,3070,4.0
351,3,3072,4.0
352,3,3098,4.0
353,3,3142,4.0
354,3,5060,5.0
355,7,3,3.0
356,7,7,3.0
357,7,11,4.0
358,7,15,2.0
359,7,16,3.0
360,7,17,2.0
361,7,24,3.0
362,7,105,2.0
363,7,122,2.0
364,7,151,3.0
365,7,252,2.0
366,7,260,5.0
367,7,271,3.0
368,7,276,2.0
369,7,316,3.0
370,7,339,3.0
371,7,348,4.0
372,7,351,3.0
373,7,355,3.0
374,7,356,4.0
375,7,357,3.0
376,7,362,3.0
377,7,364,4.0
378,7,377,3.0
379,7,425,3.0
380,7,440,4.0
381,7,480,5.0
382,7,509,2.0
383,7,539,4.0
384,7,553,4.0
385,7,587,5.0
386,7,589,5.0
387,7,590,4.0
388,7,597,4.0
389,7,674,2.0
390,7,708,3.0
391,7,736,3.0
392,7,750,5.0
393,7,780,4.0
394,7,788,3.0
395,7,806,1.0
396,7,852,3.0
397,7,880,3.0
398,7,899,4.0
399,7,908,4.0
400,7,912,5.0
401,7,914,3.0
402,7,920,4.0
403,7,922,3.0
404,7,924,3.0
405,7,928,3.0
406,7,932,3.0
407,7,952,3.0
408,7,1017,4.0
409,7,1020,3.0
410,7,1077,5.0
411,7,1094,3.0
412,7,1095,1.0
413,7,1097,4.0
414,7,1101,3.0
415,7,1183,3.0
416,7,1196,5.0
417,7,1206,2.0
418,7,1210,5.0
419,7,1230,3.0
420,7,1247,4.0
421,7,1253,4.0
422,7,1256,5.0
423,7,1259,3.0
424,7,1265,4.0
425,7,1270,4.0
426,7,1271,4.0
427,7,1272,4.0
428,7,1301,3.0
429,7,1307,3.0
430,7,1343,3.0
431,7,1357,4.0
432,7,1385,4.0
433,7,1391,2.0
434,7,1393,3.0
435,7,1408,3.0
436,7,1409,2.0
437,7,1441,3.0
438,7,1449,4.0
439,7,1466,3.0
440,7,1513,2.0
441,7,1517,3.0
442,7,1544,4.0
443,7,1573,3.0
444,7,1580,3.0
445,7,1597,3.0
446,7,1617,3.0
447,7,1674,4.0
448,7,1682,2.0
449,7,1721,5.0
450,7,1777,4.0
451,7,1882,3.0
452,7,1888,3.0
453,7,1894,3.0
454,7,1911,4.0
455,7,1917,4.0
456,7,1964,3.0
457,7,2011,4.0
458,7,2012,4.0
459,7,2013,3.0
460,7,2018,4.0
461,7,2028,5.0
462,7,2054,3.0
463,7,2067,3.0
464,7,2080,4.0
465,7,2081,3.0
466,7,2108,3.0
467,7,2112,3.0
468,7,2125,3.0
469,7,2146,3.0
470,7,2195,2.0
471,7,2243,3.0
472,7,2266,2.0
473,7,2297,3.0
474,7,2311,3.0
475,7,2316,3.0
476,7,2333,3.0
477,7,2346,3.0
478,7,2363,3.0
479,7,2367,3.0
480,7,2384,3.0
481,7,2385,2.0
482,7,2390,4.0
483,7,2396,3.0
484,7,2403,4.0
485,7,2405,4.0
486,7,2407,4.0
487,7,2424,3.0
488,7,2427,3.0
489,7,2463,4.0
490,7,2468,2.0
491,7,2469,3.0
492,7,2478,2.0
493,7,2498,2.0
494,7,2529,4.0
495,7,2535,3.0
496,7,2546,3.0
497,7,2558,3.0
498,7,2598,3.0
499,7,2628,4.0
500,7,2633,3.0
501,7,2640,4.0
502,7,2641,4.0
503,7,2642,3.0
504,7,2654,4.0
505,7,2657,2.0
506,7,2664,4.0
507,7,2671,4.0
508,7,2683,3.0
509,7,2694,3.0
510,7,2701,3.0
511,7,2716,4.0
512,7,2722,3.0
513,7,2723,3.0
514,7,2734,2.0
515,7,2752,4.0
516,7,2762,5.0
517,7,2770,2.0
518,7,2858,3.0
519,7,2861,3.0
520,7,2881,4.0
521,7,2908,4.0
522,7,2916,3.0
523,7,2942,5.0
524,7,2950,3.0
525,7,2959,4.0
526,7,2968,2.0
527,7,2987,4.0
528,7,2993,4.0
529,7,3004,2.0
530,7,3032,2.0
531,7,3033,2.0
532,7,3037,4.0
533,7,3039,3.0
534,7,3062,3.0
535,7,3074,3.0
536,7,3081,2.0
537,7,3086,4.0
538,7,3103,2.0
539,7,3108,3.0
540,7,3156,3.0
541,7,3175,2.0
542,7,3176,2.0
543,7,3179,5.0
544,7,3185,3.0
545,7,3194,4.0
546,7,3219,2.0
547,7,3235,3.0
548,7,3244,3.0
549,7,3334,3.0
550,7,3341,4.0
551,7,3354,3.0
552,7,3363,4.0
553,7,3408,4.0
554,7,3448,4.0
555,7,3469,4.0
556,7,3479,5.0
557,7,3501,3.0
558,7,3510,4.0
559,7,3512,4.0
560,7,3524,4.0
561,7,3526,3.0
562,7,3527,3.0
563,7,3528,2.0
564,7,3578,5.0
565,7,3593,2.0
566,7,3671,4.0
567,7,3684,3.0
568,7,3699,4.0
569,7,3701,3.0
570,7,3717,2.0
571,7,3753,4.0
572,7,3754,2.0
573,7,3793,4.0
574,7,3798,2.0
575,7,3824,2.0
576,7,3826,4.0
577,7,3827,3.0
578,7,3844,3.0
579,7,3864,3.0
580,7,3911,4.0
581,7,3926,3.0
582,7,3932,4.0
583,7,3959,4.0
584,7,3977,4.0
585,7,3978,3.0
586,7,3987,4.0
587,7,3988,4.0
588,7,3994,3.0
589,7,4018,3.0
590,7,4019,4.0
591,7,4023,3.0
592,7,4041,4.0
593,7,4062,3.0
594,7,4155,3.0
595,7,4270,3.0
596,7,4306,5.0
597,7,4308,4.0
598,7,4310,3.0
599,7,4317,3.0
600,7,4339,4.0
601,7,4349,3.0
602,7,4361,3.0
603,7,4368,3.0
604,7,4370,2.0
605,7,4464,2.0
606,7,4545,4.0
607,7,4603,2.0
608,7,4638,4.0
609,7,4639,2.0
610,7,4643,4.0
611,7,4661,2.0
612,7,4700,3.0
613,7,4736,3.0
614,7,4799,5.0
615,7,4848,1.0
616,7,4867,4.0
617,7,4874,4.0
618,7,4896,3.0
619,7,4963,5.0
620,7,4993,4.0
621,7,4994,4.0
622,7,4995,3.0
623,7,5009,3.0
624,11,1,4.5
625,11,10,2.5
626,11,19,3.5
627,11,32,5.0
628,11,39,4.5
629,11,65,2.0
630,11,110,4.0
631,11,145,3.0
632,11,150,5.0
633,11,153,3.5
634,11,158,4.0
635,11,160,4.0
636,11,165,4.0
637,11,170,5.0
638,11,172,5.0
639,11,173,5.0
640,11,185,4.0
641,11,208,4.5
642,11,231,4.0
643,11,253,4.5
644,11,256,5.0
645,11,260,5.0
646,11,296,3.5
647,11,316,3.5
648,11,318,5.0
649,11,344,3.5
650,11,356,5.0
651,11,364,4.0
652,11,367,4.0
653,11,377,4.0
654,11,380,5.0
655,11,384,3.5
656,11,405,3.5
657,11,410,4.0
658,11,441,1.5
659,11,442,4.5
660,11,480,5.0
661,11,500,4.5
662,11,519,1.0
663,11,527,4.5
664,11,531,4.5
665,11,541,4.5
666,11,546,5.0
667,11,551,5.0
668,11,586,4.0
669,11,587,4.5
670,11,588,5.0
671,11,589,4.5
672,11,592,4.5
673,11,593,5.0
674,11,595,4.5
675,11,597,4.5
676,11,608,3.5
677,11,610,4.0
678,11,611,3.5
679,11,616,4.0
680,11,631,2.0
681,11,648,4.0
682,11,653,4.5
683,11,671,0.5
684,11,673,5.0
685,11,736,5.0
686,11,741,4.5
687,11,761,3.5
688,11,780,5.0
689,11,784,3.5
690,11,828,4.0
691,11,858,2.5
692,11,880,5.0
693,11,968,5.0
694,11,1028,4.0
695,11,1029,3.5
696,11,1032,4.0
697,11,1036,4.0
698,11,1046,4.5
699,11,1064,3.0
700,11,1073,5.0
701,11,1077,0.5
702,11,1093,3.0
703,11,1097,4.5
704,11,1136,4.5
705,11,1196,5.0
706,11,1197,4.0
707,11,1198,4.0
708,11,1200,5.0
709,11,1210,4.5
710,11,1213,1.5
711,11,1214,5.0
712,11,1215,3.0
713,11,1225,5.0
714,11,1240,5.0
715,11,1253,4.0
716,11,1255,4.0
717,11,1270,5.0
718,11,1274,5.0
719,11,1291,4.5
720,11,1320,5.0
721,11,1321,4.0
722,11,1339,5.0
723,11,1367,3.5
724,11,1387,4.0
725,11,1391,4.0
726,11,1432,1.0
727,11,1527,4.5
728,11,1544,5.0
729,11,1580,5.0
730,11,1584,4.0
731,11,1591,5.0
732,11,1653,5.0
733,11,1676,4.5
734,11,1688,3.0
735,11,1690,5.0
736,11,1721,4.0
737,11,1748,5.0
738,11,1862,1.0
739,11,1876,4.5
740,11,1882,4.0
741,11,1917,5.0
742,11,1961,3.5
743,11,1977,0.5
744,11,1982,1.0
745,11,2004,4.5
746,11,2011,5.0
747,11,2012,5.0
748,11,2018,4.0
749,11,2023,2.0
750,11,2028,5.0
751,11,2042,4.0
752,11,2105,4.5
753,11,2107,0.5
754,11,2123,2.5
755,11,2124,3.5
756,11,2134,5.0
757,11,2140,5.0
758,11,2143,3.0
759,11,2153,3.5
760,11,2232,4.5
761,11,2240,4.5
762,11,2291,5.0
763,11,2294,3.5
764,11,2313,4.5
765,11,2355,4.0
766,11,2378,3.0
767,11,2396,4.5
768,11,2420,3.0
769,11,2428,5.0
770,11,2455,5.0
771,11,2571,5.0
772,11,2572,5.0
773,11,2600,5.0
774,11,2628,4.5
775,11,2641,3.0
776,11,2642,4.0
777,11,2683,0.5
778,11,2688,3.5
779,11,2706,4.0
780,11,2716,5.0
781,11,2717,4.5
782,11,2720,4.0
783,11,2722,4.5
784,11,2761,4.5
785,11,2762,5.0
786,11,2793,5.0
787,11,2810,3.5
788,11,2827,4.0
789,11,2840,4.0
790,11,2858,5.0
791,11,2916,5.0
792,11,2959,4.5
793,11,2985,3.5
794,11,2990,0.5
795,11,3000,5.0
796,11,3033,4.0
797,11,3054,4.0
798,11,3083,3.5
799,11,3113,5.0
800,11,3114,5.0
801,11,3159,5.0
802,11,3213,3.0
803,11,3247,4.5
804,11,3269,5.0
805,11,3300,4.0
806,11,3396,0.5
807,11,3438,4.5
808,11,3525,5.0
809,11,3527,4.5
810,11,3535,2.0
811,11,3578,4.5
812,11,3697,4.5
813,11,3702,4.0
814,11,3703,3.0
815,11,3704,3.5
816,11,3745,4.5
817,11,3752,3.5
818,11,3753,5.0
819,11,3793,5.0
820,11,3826,3.5
821,11,3863,3.5
822,11,3864,4.0
823,11,3897,4.0
824,11,3969,5.0
825,11,3980,4.0
826,11,3988,4.0
827,11,3991,3.0
828,11,3994,5.0
829,11,4006,2.0
830,11,4015,2.0
831,11,4052,2.5
832,11,4054,4.0
833,11,4105,2.0
834,11,4133,3.5
835,11,4226,5.0
836,11,4232,2.5
837,11,4235,5.0
838,11,4246,3.0
839,11,4262,2.0
840,11,4299,5.0
841,11,4306,4.5
842,11,4340,4.0
843,11,4343,3.0
844,11,4366,4.5
845,11,4370,5.0
846,11,4388,5.0
847,11,4446,4.5
848,11,4492,4.0
849,11,4533,3.5
850,11,4571,5.0
851,11,4638,5.0
852,11,4643,4.5
853,11,4718,3.0
854,11,4792,4.0
855,11,4878,5.0
856,11,4887,5.0
857,11,4896,5.0
858,11,4973,3.5
859,11,4974,4.5
860,11,4993,5.0
861,11,4995,4.0
862,11,5046,4.5
863,11,5151,4.0
864,11,5152,4.5
865,11,5171,5.0
866,11,5219,5.0
867,11,5220,3.0
868,11,5225,4.0
869,11,5266,4.5
870,11,5283,4.0
871,11,5299,4.5
872,11,5323,3.0
873,11,5349,5.0
874,11,5377,5.0
875,11,5378,4.5
876,11,5400,3.5
877,11,5444,4.5
878,11,5445,4.5
879,11,5459,5.0
880,11,5463,4.5
881,11,5502,4.5
882,11,5618,4.5
883,11,5669,5.0
884,11,5782,4.0
885,11,5816,5.0
886,11,5882,5.0
887,11,5903,5.0
888,11,5952,5.0
889,11,5971,5.0
890,11,6016,5.0
891,11,6250,5.0
892,11,6264,2.5
893,11,6281,5.0
894,11,6283,2.5
895,11,6287,1.0
896,11,6291,5.0
897,11,6294,4.0
898,11,6333,5.0
899,11,6365,5.0
900,11,6377,5.0
901,11,6378,3.5
902,11,6383,3.0
903,11,6502,5.0
904,11,6503,3.5
905,11,6534,4.0
906,11,6537,3.5
907,11,6539,5.0
908,11,6541,4.0
909,11,6548,2.5
910,11,6586,3.0
911,11,6624,2.0
912,11,6659,4.5
913,11,6711,2.0
914,11,6731,4.5
915,11,6863,5.0
916,11,6874,4.0
917,11,6934,5.0
918,11,6953,4.5
919,11,6979,5.0
920,11,6996,4.0
921,11,7022,4.5
922,11,7099,4.5
923,11,7153,5.0
924,11,7163,4.5
925,11,7173,4.5
926,11,7254,5.0
927,11,7293,4.5
928,11,7361,5.0
929,11,7439,3.5
930,11,7444,5.0
931,11,7458,4.5
932,11,7481,5.0
933,11,7845,4.0
934,11,8169,5.0
935,11,8361,4.5
936,11,8368,4.0
937,11,8371,4.5
938,11,8622,3.5
939,11,8636,4.5
940,11,8640,4.0
941,11,8641,3.0
942,11,8644,5.0
943,11,8800,2.0
944,11,8810,5.0
945,11,8861,2.5
946,11,8865,4.0
947,11,8870,4.5
948,11,8907,4.0
949,11,8965,5.0
950,11,8972,4.5
951,11,8973,5.0
952,11,8977,3.5
953,11,27660,5.0
954,11,27728,4.5
955,11,27904,5.0
956,11,30707,5.0
957,11,30793,5.0
958,11,30812,4.0
959,11,31184,5.0
960,11,31658,5.0
961,11,31660,4.5
962,11,31878,5.0
963,11,32031,3.5
964,11,32213,4.5
965,11,33085,5.0
966,11,33166,4.5
967,11,33493,5.0
968,11,33660,4.0
969,11,33679,4.5
970,11,33794,4.0
971,11,34048,5.0
972,11,34150,4.0
973,11,34319,4.0
974,11,34334,0.5
975,11,34338,4.0
976,11,34542,5.0
977,11,35836,5.0
978,11,36401,4.0
979,11,37380,2.0
980,11,37386,1.5
981,11,37830,5.0
982,11,39446,1.5
983,11,40339,3.0
984,11,41566,4.5
985,11,41569,5.0
986,11,41571,5.0
987,11,42718,3.5
988,11,43928,2.5
989,11,43936,2.5
990,11,44191,4.0
991,11,44828,0.5
992,11,45499,5.0
993,11,45722,4.5
994,11,46530,3.0
995,11,46578,5.0
996,11,48304,5.0
997,11,48394,4.5
998,11,48516,4.5
999,11,48738,4.0
1000,11,48774,4.0
1001,11,49278,4.5
1002,11,50442,3.0
1003,11,50872,4.5
1004,11,51412,4.0
1005,11,51662,5.0
1006,11,51698,3.5
1007,11,52281,4.0
1008,11,52287,3.5
1009,11,52328,5.0
1010,11,52722,4.5
1011,11,52885,4.5
1012,11,53000,5.0
1013,11,53125,4.0
1014,11,53464,4.5
1015,11,53953,4.5
1016,11,53996,4.5
1017,11,54001,5.0
1018,11,54771,4.5
1019,11,54995,4.0
1020,11,55232,3.0
1021,11,55282,2.0
1022,11,55999,4.5
1023,11,56145,5.0
1024,11,56174,5.0
1025,11,56251,3.0
1026,11,56757,5.0
1027,11,56801,5.0
1028,11,56949,4.0
1029,11,57368,3.5
1030,11,57640,4.5
1031,11,58025,3.0
1032,11,58293,4.5
1033,11,58559,5.0
1034,11,59315,5.0
1035,11,59615,2.5
1036,11,60037,5.0
1037,11,60040,4.0
1038,11,60069,5.0
1039,11,60161,2.0
1040,11,60514,3.5
1041,11,60684,5.0
1042,11,60760,4.5
1043,11,61248,1.5
1044,11,61465,3.0
1045,11,62956,2.0
1046,11,63859,4.5
1047,11,64034,4.5
1048,11,64497,5.0
1049,11,64614,4.0
1050,11,64997,5.0
1051,11,65514,4.0
1052,11,66171,4.5
1053,11,66297,3.0
1054,11,67197,4.0
1055,11,67295,4.0
1056,11,68319,5.0
1057,11,69526,5.0
1058,11,71282,5.0
1059,11,72641,5.0
1060,14,1,4.5
1061,14,7,3.5
1062,14,17,5.0
1063,14,34,3.0
1064,14,62,4.0
1065,14,150,5.0
1066,14,252,4.0
1067,14,260,4.0
1068,14,277,4.0
1069,14,314,4.0
1070,14,316,3.0
1071,14,339,4.5
1072,14,344,2.0
1073,14,356,4.0
1074,14,364,4.5
1075,14,368,4.5
1076,14,440,4.5
1077,14,452,4.5
1078,14,457,3.5
1079,14,468,3.5
1080,14,471,5.0
1081,14,480,4.0
1082,14,497,4.5
1083,14,500,2.0
1084,14,520,2.0
1085,14,529,5.0
1086,14,534,4.0
1087,14,539,1.5
1088,14,551,2.0
1089,14,552,3.5
1090,14,586,2.5
1091,14,587,2.5
1092,14,588,4.0
1093,14,594,3.5
1094,14,595,4.5
1095,14,728,4.5
1096,14,745,4.0
1097,14,780,3.0
1098,14,783,3.0
1099,14,802,3.0
1100,14,838,4.0
1101,14,898,4.5
1102,14,899,3.5
1103,14,902,3.0
1104,14,910,2.0
1105,14,911,4.0
1106,14,924,3.5
1107,14,927,3.5
1108,14,951,3.5
1109,14,953,3.5
1110,14,954,4.5
1111,14,955,4.5
1112,14,1010,3.5
1113,14,1013,3.5
1114,14,1020,3.0
1115,14,1022,4.0
1116,14,1023,4.5
1117,14,1028,3.0
1118,14,1042,3.5
1119,14,1073,3.0
1120,14,1097,3.5
1121,14,1101,3.0
1122,14,1136,4.0
1123,14,1148,5.0
1124,14,1177,3.5
1125,14,1196,4.0
1126,14,1197,4.5
1127,14,1198,3.0
1128,14,1204,4.5
1129,14,1207,5.0
1130,14,1210,4.0
1131,14,1228,1.0
1132,14,1243,5.0
1133,14,1246,4.5
1134,14,1262,4.5
1135,14,1265,4.5
1136,14,1269,4.5
1137,14,1270,4.0
1138,14,1271,4.0
1139,14,1282,3.5
1140,14,1291,4.0
1141,14,1302,3.0
1142,14,1396,5.0
1143,14,1441,2.5
1144,14,1580,3.5
1145,14,1610,4.5
1146,14,1682,4.5
1147,14,1689,5.0
1148,14,1721,2.0
1149,14,1947,4.0
1150,14,1954,2.5
1151,14,1957,4.5
1152,14,1962,2.5
1153,14,2009,1.0
1154,14,2010,3.5
1155,14,2012,4.0
1156,14,2018,3.0
1157,14,2046,3.0
1158,14,2054,2.5
1159,14,2059,4.5
1160,14,2078,4.0
1161,14,2081,3.0
1162,14,2083,4.0
1163,14,2087,3.5
1164,14,2094,4.0
1165,14,2100,3.0
1166,14,2105,3.5
1167,14,2115,3.5
1168,14,2125,4.5
1169,14,2150,4.5
1170,14,2161,3.5
1171,14,2174,3.0
1172,14,2193,3.5
1173,14,2294,3.5
1174,14,2324,4.5
1175,14,2355,3.5
1176,14,2394,5.0
1177,14,2405,3.0
1178,14,2406,3.0
1179,14,2414,4.0
1180,14,2420,3.0
1181,14,2424,3.0
1182,14,2470,3.0
1183,14,2501,4.5
1184,14,2571,3.0
1185,14,2628,2.5
1186,14,2687,4.5
1187,14,2716,3.5
1188,14,2724,4.5
1189,14,2761,4.0
1190,14,2791,2.5
1191,14,2797,3.5
1192,14,2804,3.5
1193,14,2918,3.0
1194,14,2966,3.5
1195,14,2987,3.0
1196,14,3033,3.0
1197,14,3088,4.5
1198,14,3097,4.0
1199,14,3114,4.5
1200,14,3156,3.0
1201,14,3175,4.5
1202,14,3269,2.5
1203,14,3347,3.0
1204,14,3360,4.0
1205,14,3396,4.0
1206,14,3397,4.0
1207,14,3471,4.0
1208,14,3512,4.5
1209,14,3548,3.5
1210,14,3675,4.0
1211,14,3723,4.0
1212,14,3751,4.5
1213,14,3809,4.0
1214,14,3916,4.0
1215,14,4022,4.5
1216,14,4027,3.5
1217,14,4306,3.5
1218,14,4366,3.5
1219,14,4499,3.5
1220,14,4535,4.0
1221,14,4886,4.5
1222,14,4896,4.0
1223,14,4921,4.5
1224,14,4995,5.0
1225,14,5066,4.0
1226,14,5218,4.0
1227,14,5267,4.0
1228,14,5299,4.5
1229,14,5303,4.0
1230,14,5309,2.5
1231,14,5349,2.5
1232,14,5380,4.5
1233,14,5470,4.0
1234,14,5602,3.0
1235,14,5620,4.0
1236,14,5667,4.0
1237,14,5747,3.5
1238,14,5957,4.5
1239,14,6297,5.0
1240,14,6377,4.5
1241,14,6533,4.0
1242,14,6550,4.0
1243,14,6639,3.0
1244,14,6662,3.5
1245,14,6753,5.0
1246,14,6776,4.5
1247,14,6863,1.0
1248,14,6936,3.5
1249,14,6979,3.5
1250,14,7075,4.0
1251,14,7161,4.0
1252,14,7263,4.5
1253,14,7395,4.0
1254,14,8039,4.0
1255,14,8360,4.5
1256,14,8376,3.5
1257,14,8529,3.5
1258,14,8580,4.0
1259,14,8633,3.5
1260,14,8961,4.0
1261,14,8965,4.5
1262,14,8970,4.0
1263,14,8984,3.5
1264,14,26084,4.0
1265,14,26133,4.0
1266,14,27706,4.5
